Block ID,Trip ID,VR ID,Bid ID,Status,Facility Sequence,Truck Filter,CPT,Is CPT Truck,Carrier,Subcarrier,CR_ID,Shipper Accounts,Equipment Type,Trailer Id,Estimated Cost,Tender Status,Driver,Vehicle ID,Stop 1,Stop 1 Yard Arrival,Stop 1 Yard Departure,Stop 2,Stop 2 Yard Arrival,Stop 2 Yard Departure,Stop 3,Stop 3 Yard Arrival,Stop 3 Yard Departure,Stop 4,Stop 4 Yard Arrival,Stop 4 Yard Departure,Stop 5,Stop 5 Yard Arrival,Stop 5 Yard Departure,Stop 6,Stop 6 Yard Arrival,Stop 6 Yard Departure,Stop 7,Stop 7 Yard Arrival,Stop 7 Yard Departure,Stop 8,Stop 8 Yard Arrival,Stop 8 Yard Departure,Stop 9,Stop 9 Yard Arrival,Stop 9 Yard Departure,Stop 10,Stop 10 Yard Arrival,Stop 10 Yard Departure,VR Creation Date Time (UTC),VR Cancellation Date Time (UTC),Transit Operator Type,Operator ID,Spot Work
B-9BG6CCG22,,,FALSE,,Keynsham->Keynsham,,,FALSE,,,,,53' Trailer,,1560,,,,SHRT-BRS1-1,11/25/2022 0:45,,SHRT-BRS1-1,,11/29/2022 0:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
B-H6JDHNQ95,,,FALSE,,RUGELEY->RUGELEY,,,FALSE,,,,,53' Trailer,,1381,,,,BHX1,11/25/2022 3:11,,BHX1,,11/30/2022 3:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,115GLYW1B,115GLYW1B,,PLANNED,BHX1->DOX2,AMZL-DOX2-ND,11/25/2022 4:15,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,250.00 GBP,APPROVED,,,BHX1,11/25/2022 3:45,11/25/2022 4:45,DOX2,11/25/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:34,,SINGLE_DRIVER,,No
,115S8VF2C,115S8VF2C,,PLANNED,EMA1->DNN1,AMZL-DNN1-ND,11/25/2022 4:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,255.00 GBP,APPROVED,,,EMA1,11/25/2022 4:00,11/25/2022 5:00,DNN1,11/25/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:03,,SINGLE_DRIVER,,No
,112HWM2H4,112HWM2H4,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/25/2022 18:00,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/25/2022 10:00,11/25/2022 11:30,DWN2,11/25/2022 12:30,11/25/2022 14:00,DPR1,11/25/2022 14:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,111S74HST,111S74HST,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/25/2022 18:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/25/2022 17:00,11/25/2022 18:30,DWN2,11/25/2022 19:30,11/25/2022 21:00,DPR1,11/25/2022 21:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1133J3XP5,1133J3XP5,,PLANNED,DBH3->DPO2->DSO2->DRG2->STN8,RELO-STN8,11/25/2022 18:00,TRUE,ADULL,,Do Not Cancel Boomerang Project,ATSReturns,Detached Trailer,,638.33 GBP,APPROVED,,,DBH3,11/25/2022 17:00,11/25/2022 18:30,DPO2,11/25/2022 19:45,11/25/2022 21:15,DSO2,11/25/2022 22:15,11/25/2022 23:45,DRG2,11/26/2022 1:15,11/26/2022 2:45,STN8,11/26/2022 11:30,,,,,,,,,,,,,,,,,11/16/2022 16:56,,SINGLE_DRIVER,,No
,116RX7YVJ,116RX7YVJ,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/25/2022 22:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/25/2022 19:00,11/25/2022 20:30,DNG1,11/25/2022 21:15,11/25/2022 22:45,DPE2,11/26/2022 0:08,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:44,,SINGLE_DRIVER,,No
,114P2LX8H,114P2LX8H,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/26/2022 1:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/25/2022 20:00,11/25/2022 21:30,DNG2,11/25/2022 21:45,11/25/2022 23:15,DBI4,11/26/2022 3:00,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,113TGS87S,113TGS87S,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/25/2022 21:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/25/2022 20:00,11/25/2022 21:30,DNG1,11/25/2022 22:15,11/25/2022 23:45,DST1,11/26/2022 1:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
B-MNQR9TGNK,,,FALSE,,RUGELEY->RUGELEY,,,FALSE,,,,,53' Trailer,,241,,,,BHX1,11/25/2022 20:00,,BHX1,,11/26/2022 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,113RVQ2YP,113RVQ2YP,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/25/2022 22:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/25/2022 21:30,11/25/2022 23:00,DNG1,11/25/2022 23:45,11/26/2022 1:15,DPE2,11/26/2022 2:38,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1161JLYZL,1161JLYZL,,PLANNED,BHX2->DRM2,AMZL-DRM2-ND,11/25/2022 23:00,TRUE,ADULL,,,ATSOutbound,Drop Trailer,,425.00 GBP,APPROVED,,,BHX2,11/25/2022 22:30,11/25/2022 23:30,DRM2,11/26/2022 2:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:04,,SINGLE_DRIVER,,No
,113H7SDP1,113H7SDP1,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/26/2022 1:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/26/2022 0:30,11/26/2022 2:00,DNG2,11/26/2022 2:15,11/26/2022 3:45,DBI4,11/26/2022 5:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,1156XSFQ6,1156XSFQ6,,PLANNED,BHX1->DOX2,AMZL-DOX2-ND,11/26/2022 4:15,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,250.00 GBP,APPROVED,,,BHX1,11/26/2022 3:45,11/26/2022 4:45,DOX2,11/26/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:32,,SINGLE_DRIVER,,No
,1147L1D9K,1147L1D9K,,PLANNED,EMA1->DNN1,AMZL-DNN1-ND,11/26/2022 4:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,255.00 GBP,APPROVED,,,EMA1,11/26/2022 4:00,11/26/2022 5:00,DNN1,11/26/2022 6:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:03,,SINGLE_DRIVER,,No
,115BC3K63,115BC3K63,,PLANNED,XUKP->DPE2,AMZL-DPE2-ND,11/26/2022 11:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,275.00 GBP,APPROVED,,,XUKP,11/26/2022 10:30,11/26/2022 11:30,DPE2,11/26/2022 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 12:03,,SINGLE_DRIVER,,No
,113XN3C9G,113XN3C9G,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/26/2022 18:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/26/2022 17:00,11/26/2022 18:30,DWN2,11/26/2022 19:30,11/26/2022 21:00,DPR1,11/26/2022 21:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,1142HK763,1142HK763,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/26/2022 22:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/26/2022 19:00,11/26/2022 20:30,DNG1,11/26/2022 21:15,11/26/2022 22:45,DPE2,11/27/2022 0:08,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1169GR7YM,1169GR7YM,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/26/2022 21:00,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/26/2022 19:00,11/26/2022 20:30,DNG1,11/26/2022 21:15,11/26/2022 22:45,DST1,11/27/2022 0:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
,113WQ3CVG,113WQ3CVG,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/26/2022 21:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/26/2022 20:00,11/26/2022 21:30,DNG1,11/26/2022 22:15,11/26/2022 23:45,DST1,11/27/2022 1:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:42,,SINGLE_DRIVER,,No
B-KSNP7QCVQ,,,FALSE,,RUGELEY->RUGELEY,,,FALSE,,,,,53' Trailer,,241,,,,BHX1,11/26/2022 20:00,,BHX1,,11/27/2022 8:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,1134YVYK7,1134YVYK7,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/26/2022 22:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/26/2022 21:30,11/26/2022 23:00,DNG1,11/26/2022 23:45,11/27/2022 1:15,DPE2,11/27/2022 2:38,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:44,,SINGLE_DRIVER,,No
,116362741,116362741,,PLANNED,BHX2->DRM2,AMZL-DRM2-ND,11/26/2022 23:00,TRUE,ADULL,,,ATSOutbound,Drop Trailer,,425.00 GBP,APPROVED,,,BHX2,11/26/2022 22:30,11/26/2022 23:30,DRM2,11/27/2022 2:45,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:02,,SINGLE_DRIVER,,No
,112FVMKFG,112FVMKFG,,PLANNED,EMA2->DBI5,AMZL-DBI5-ND,11/27/2022 1:00,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,270.00 GBP,APPROVED,,,EMA2,11/26/2022 23:30,11/27/2022 0:30,DBI5,11/27/2022 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,11/15/2022 11:02,,SINGLE_DRIVER,,No
,113B8TRVH,113B8TRVH,,PLANNED,EMA1->DNG2->DBI4,AMZL-DNG2-DBI4-ND,11/27/2022 1:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,300.59 GBP,APPROVED,,,EMA1,11/27/2022 0:30,11/27/2022 2:00,DNG2,11/27/2022 2:15,11/27/2022 3:45,DBI4,11/27/2022 5:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,111FJPBP2,111FJPBP2,,PLANNED,XUKP->DWN2->DPR1,AMZL-DWN2-DPR1-ND,11/27/2022 18:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,306.56 GBP,APPROVED,,,XUKP,11/27/2022 17:00,11/27/2022 18:30,DWN2,11/27/2022 19:30,11/27/2022 21:00,DPR1,11/27/2022 21:43,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,114ZJW3K2,114ZJW3K2,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/27/2022 22:30,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/27/2022 18:00,11/27/2022 19:30,DNG1,11/27/2022 20:15,11/27/2022 21:45,DPE2,11/27/2022 23:08,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,115SY8Y6Q,115SY8Y6Q,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/27/2022 21:00,FALSE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/27/2022 19:00,11/27/2022 20:30,DNG1,11/27/2022 21:15,11/27/2022 22:45,DST1,11/28/2022 0:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:44,,SINGLE_DRIVER,,No
,116RSDQVW,116RSDQVW,,PLANNED,BHX7->DNG1->DST1,AMZL-DNG1-DST1-ND,11/27/2022 21:00,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,314.92 GBP,APPROVED,,,BHX7,11/27/2022 20:00,11/27/2022 21:30,DNG1,11/27/2022 22:15,11/27/2022 23:45,DST1,11/28/2022 1:15,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
,1119PMQHH,1119PMQHH,,PLANNED,XUKO->DNG1->DPE2,AMZL-DNG1-DPE2-ND,11/27/2022 22:30,TRUE,ADULL,,,ATSOutbound,Detached Trailer,,364.69 GBP,APPROVED,,,XUKO,11/27/2022 21:30,11/27/2022 23:00,DNG1,11/27/2022 23:45,11/28/2022 1:15,DPE2,11/28/2022 2:38,,,,,,,,,,,,,,,,,,,,,,,11/16/2022 13:43,,SINGLE_DRIVER,,No
